Steps,Policy/Entropy,Environment/Lesson/lessonID,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
15600,-0.56138605,1.0,19.0,1259.4434,-262.3528,-1310.8689819335937,-1310.8689819335937,1.1912053585052491,1.0
15700,-0.6602263,1.0,19.0,1349.5327,-258.7382,-1234.1805419921875,-1234.1805419921875,1.3289244174957275,1.0
15800,-0.64068687,1.0,19.0,1386.3177,-280.948,-1460.26533203125,-1460.26533203125,1.0266007900238037,1.0
15900,-0.6736341,1.0,19.0,1330.8503,-255.8051,-1476.19794921875,-1476.19794921875,0.8584232568740845,1.0
16000,-0.7041392,1.0,19.0,1356.8046,-261.2669,-1215.92470703125,-1215.92470703125,1.0351695895195008,1.0
16100,-0.74027306,1.0,19.0,1289.6969,-253.28899,-1114.6326599121094,-1114.6326599121094,0.9796313285827637,1.0
16200,-0.7759802,1.0,19.0,1209.9816,-263.48615,-1071.4620239257813,-1071.4620239257813,1.239401924610138,1.0
16300,-0.77990884,1.0,19.0,1390.1332,-277.82532,-1022.963623046875,-1022.963623046875,0.9780324459075928,1.0
16400,-0.7155859,1.0,19.0,1289.4117,-253.99936,-1055.0987548828125,-1055.0987548828125,1.163230162858963,1.0
16500,-0.8029229,1.0,19.0,1355.5964,-283.6275,-1387.01669921875,-1387.01669921875,1.9118710517883302,1.0
16600,-0.7405537,1.0,19.0,1453.733,-305.98694,-1716.583740234375,-1716.583740234375,1.8235458493232728,1.0
16700,-0.6448275,1.0,19.0,1478.9744,-293.66336,-940.2656860351562,-940.2656860351562,3.888920855522156,1.0
16800,-0.73464155,1.0,19.0,1374.7426,-286.16736,-1162.8848449707032,-1162.8848449707032,1.3065738916397094,1.0
16900,-0.86476064,1.0,19.0,1328.0139,-269.89975,-1146.1605712890625,-1146.1605712890625,1.0634970784187316,1.0
17000,-0.90814376,1.0,19.0,1390.5322,-285.32364,-1568.94775390625,-1568.94775390625,1.0060458838939668,1.0
17100,-0.72932875,1.0,19.0,1418.7806,-288.9086,-1425.6719909667968,-1425.6719909667968,0.7836439967155456,1.0
17200,-0.74169266,1.0,19.0,1435.3376,-277.4776,-1437.184423828125,-1437.184423828125,0.8447222411632538,1.0
17300,-0.8598733,1.0,19.0,1422.1995,-269.44907,-1316.6093505859376,-1316.6093505859376,0.7443122267723083,1.0
17400,-0.75438225,1.0,19.0,1373.3981,-275.84995,-1351.3908325195312,-1351.3908325195312,0.7659767091274261,1.0
17500,-0.7978264,1.0,19.0,1403.0206,-292.9077,-883.961572265625,-883.961572265625,1.214325886964798,1.0
17600,-0.76606935,1.0,19.0,1457.9463,-306.91696,-1579.1734497070313,-1579.1734497070313,1.3837852239608766,1.0
17700,-0.84925413,1.0,19.0,1261.7286,-262.28076,-1009.73193359375,-1009.73193359375,1.199710488319397,1.0
17800,-0.8311834,1.0,19.0,1422.0228,-283.80417,-1496.0461303710938,-1496.0461303710938,1.232550287246704,1.0
17900,-0.7862632,1.0,19.0,1229.46,-279.69443,-1242.3748779296875,-1242.3748779296875,0.9551629781723022,1.0
18000,-0.76618713,1.0,19.0,1472.8274,-300.80023,-1665.6292236328125,-1665.6292236328125,0.8303698837757111,1.0
18100,-0.74623877,1.0,19.0,1397.9114,-287.5244,-1625.9041015625,-1625.9041015625,0.7483505845069885,1.0
18200,-0.8432927,1.0,19.0,1348.3115,-304.90845,-1277.9220825195312,-1277.9220825195312,0.6437241911888123,1.0
18300,-0.9096981,1.0,19.0,1343.3119,-284.2934,-1182.6625518798828,-1182.6625518798828,0.8424368977546692,1.0
18400,-0.89330703,1.0,19.0,1533.3572,-325.195,-1410.6173217773437,-1410.6173217773437,1.7057092905044555,1.0
18500,-0.80824935,1.0,19.0,1282.9639,-273.7974,-974.2166564941406,-974.2166564941406,1.423724502325058,1.0
18600,-0.88300633,1.0,19.0,1439.2421,-308.4874,-1336.5509155273437,-1336.5509155273437,0.7011489033699035,1.0
18700,-0.90617454,1.0,19.0,1479.7563,-290.81232,-1025.4526245117188,-1025.4526245117188,0.628905963897705,1.0
18800,-0.7767015,1.0,19.0,1323.3092,-278.84515,-1236.6516418457031,-1236.6516418457031,0.9992138028144837,1.0
18900,-0.81549263,1.0,19.0,1383.0332,-284.662,-998.5674255371093,-998.5674255371093,1.118825125694275,1.0
19000,-0.7161975,1.0,19.0,1428.406,-291.3719,-1329.0203857421875,-1329.0203857421875,0.8112223625183106,1.0
19100,-0.6654952,1.0,19.0,1389.5046,-320.3552,-1168.835498046875,-1168.835498046875,2.0739062070846557,1.0
19200,-0.9015866,1.0,19.0,1232.984,-282.0238,-949.98876953125,-949.98876953125,0.7748168706893921,1.0
19300,-0.6604588,1.0,19.0,1390.3835,-318.52417,-1598.2452392578125,-1598.2452392578125,0.8111184477806092,1.0
19400,-0.91440666,1.0,19.0,1334.903,-294.727,-1388.477099609375,-1388.477099609375,1.3694537818431853,1.0
19500,-0.92545646,1.0,19.0,1570.1497,-323.15472,-1665.7167724609376,-1665.7167724609376,0.7830534338951111,1.0
19600,-1.0152656,1.0,19.0,1239.0388,-304.79758,-1277.3805297851563,-1277.3805297851563,1.6028292298316955,1.0
19700,-1.0351902,1.0,19.0,1429.9905,-293.82745,-1061.100439453125,-1061.100439453125,0.8345553994178772,1.0
19800,-0.8883793,1.0,19.0,1484.4551,-312.18146,-1420.3411499023437,-1420.3411499023437,0.9043005645275116,1.0
19900,-0.9717385,1.0,19.0,1446.1014,-302.03522,-884.8731750488281,-884.8731750488281,0.8331067800521851,1.0
